Address,Case Number,Crime Against,Neighborhood,Number of Records,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type,Open Data Lat,Open Data Lon,Open Data X,Open Data Y,Report Date,Report Month Year
5300 BLOCK OF N CONCORD AVE,17-902603,Property,Overlook,1,1/26/17,1/1/17,910,Fraud Offenses,1,Identity Theft,45.5616,-122.685,7642566,698411,2/24/17,2/1/17
3100 BLOCK OF NE 14TH AVE,17-57382,Property,Sabin,1,1/1/17,1/1/17,1,Larceny Offenses,1,All Other Larceny,45.5456,-122.651,7650993,692339,2/25/17,2/1/17
2900 BLOCK OF NE HANCOCK ST,17-57283,Property,Grant Park,1,1/25/17,1/1/17,700,Larceny Offenses,1,All Other Larceny,45.5364,-122.635,7654991,688884,2/25/17,2/1/17
4200 BLOCK OF SE 82ND AVE,17-680191,Property,Lents,1,1/24/17,1/1/17,2115,Robbery,1,Robbery,45.4918,-122.579,7669094,672235,2/26/17,2/1/17
4700 BLOCK OF N LOMBARD ST,17-59295,Property,University Park,1,1/1/17,1/1/17,600,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.5802,-122.718,7634249,705441,2/27/17,2/1/17
8100 BLOCK OF SE DIVISION ST,17-800654,Property,Montavilla,1,1/20/17,1/1/17,1640,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.505,-122.579,7669090,677056,2/27/17,2/1/17
8100 BLOCK OF SE DIVISION ST,17-800654,Property,Montavilla,1,1/20/17,1/1/17,1640,Fraud Offenses,1,Identity Theft,45.505,-122.579,7669090,677056,2/27/17,2/1/17
7100 BLOCK OF SE FLAVEL ST,17-58942,Property,Brentwood-Darlington,1,1/27/17,1/1/17,0,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.4686,-122.59,7666026,663874,2/27/17,2/1/17
0 BLOCK OF SW 2ND AVE,17-59330,Property,Old Town/Chinatown,1,1/27/17,1/1/17,1531,Larceny Offenses,1,Pocket-Picking,45.5228,-122.672,7645415,684193,2/27/17,2/1/17
1800 BLOCK OF NE 56TH AVE,17-59413,Property,Rose City Park,1,1/30/17,1/1/17,258,Burglary,1,Burglary,45.5362,-122.606,7662578,688603,2/27/17,2/1/17
9400 BLOCK OF N TRUMBULL AVE,17-902778,Property,St Johns,1,1/16/17,1/1/17,0,Vandalism,1,Vandalism,45.5975,-122.752,7625824,711956,2/28/17,2/1/17
7600 BLOCK OF N WABASH AVE,17-60210,Property,Kenton,1,1/26/17,1/1/17,1200,Fraud Offenses,1,Identity Theft,45.5788,-122.703,7638193,704808,2/28/17,2/1/17
7600 BLOCK OF N WABASH AVE,17-60210,Property,Kenton,1,1/26/17,1/1/17,1200,Larceny Offenses,1,All Other Larceny,45.5788,-122.703,7638193,704808,2/28/17,2/1/17
NULL,17-X4784875,Person,Hazelwood,1,1/27/17,1/1/17,1900,Sex Offenses,1,Sexual Assault With An Object,NULL,NULL,NULL,NULL,2/28/17,2/1/17
3500 BLOCK OF NE TILLAMOOK ST,17-60669,Property,Grant Park,1,1/28/17,1/1/17,0,Fraud Offenses,1,Identity Theft,45.5371,-122.627,7657101,689100,2/28/17,2/1/17
SE DIVISION ST / SE 145TH AVE,17-31635,Person,Centennial,1,2/1/17,2/1/17,1025,Assault Offenses,1,Aggravated Assault,45.5042,-122.514,7685823,676341,2/1/17,2/1/17
NULL,17-X4765563,Person,Mill Park,1,2/1/17,2/1/17,1935,Assault Offenses,1,Aggravated Assault,NULL,NULL,NULL,NULL,2/1/17,2/1/17
NULL,17-X4765563,Person,Mill Park,1,2/1/17,2/1/17,1935,Assault Offenses,1,Aggravated Assault,NULL,NULL,NULL,NULL,2/1/17,2/1/17
NULL,17-X4765563,Person,Mill Park,1,2/1/17,2/1/17,1935,Assault Offenses,1,Aggravated Assault,NULL,NULL,NULL,NULL,2/1/17,2/1/17
3700 BLOCK OF SE HAWTHORNE BLVD,17-32161,Person,Richmond,1,2/1/17,2/1/17,1923,Assault Offenses,1,Aggravated Assault,45.512,-122.625,7657386,679930,2/1/17,2/1/17
NULL,17-X4765354,Person,Centennial,1,2/1/17,2/1/17,1354,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,2/1/17,2/1/17
NULL,17-X4765551,Person,Hazelwood,1,2/1/17,2/1/17,1246,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,2/1/17,2/1/17
3400 BLOCK OF N MARINE DR,17-32099,Person,Kenton,1,2/1/17,2/1/17,1530,Assault Offenses,1,Intimidation,45.6129,-122.703,7638559,717233,2/1/17,2/1/17
NULL,17-X4765573,Person,Powellhurst-Gilbert,1,2/1/17,2/1/17,2024,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,2/1/17,2/1/17
NULL,17-X4765523,Person,Concordia,1,2/1/17,2/1/17,345,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,2/1/17,2/1/17
300 BLOCK OF NE TOMAHAWK ISLAND DR,17-31778,Person,Hayden Island,1,2/1/17,2/1/17,1306,Assault Offenses,1,Simple Assault,45.6042,-122.662,7648876,713774,2/1/17,2/1/17
E BURNSIDE ST / SE 7TH AVE,17-31281,Person,Kerns,1,2/1/17,2/1/17,4,Assault Offenses,1,Simple Assault,45.5229,-122.659,7648900,684136,2/1/17,2/1/17
10600 BLOCK OF NE SKIDMORE ST,17-32235,Person,Parkrose,1,2/1/17,2/1/17,2049,Assault Offenses,1,Simple Assault,45.5535,-122.553,7676220,694587,2/1/17,2/1/17
2900 BLOCK OF SE POWELL BLVD,17-31968,Person,Richmond,1,2/1/17,2/1/17,1622,Assault Offenses,1,Simple Assault,45.4972,-122.635,7654712,674613,2/1/17,2/1/17
NULL,17-X4765385,Person,Sellwood-Moreland,1,2/1/17,2/1/17,0,Sex Offenses,1,Sodomy,NULL,NULL,NULL,NULL,2/1/17,2/1/17
3800 BLOCK OF NE ALAMEDA ST,17-32250,Property,Beaumont-Wilshire,1,2/1/17,2/1/17,1645,Burglary,1,Burglary,45.5456,-122.624,7658089,692180,2/1/17,2/1/17
200 BLOCK OF SE YAMHILL ST,17-32360,Property,Buckman West,1,2/1/17,2/1/17,2345,Burglary,1,Burglary,45.5159,-122.663,7647650,681590,2/1/17,2/1/17
3000 BLOCK OF NE ALBERTA ST,17-31355,Property,Concordia,1,2/1/17,2/1/17,254,Burglary,1,Burglary,45.559,-122.635,7655417,697118,2/1/17,2/1/17
4500 BLOCK OF NE KILLINGSWORTH ST,17-31401,Property,Cully,1,2/1/17,2/1/17,529,Burglary,1,Burglary,45.5627,-122.616,7660170,698359,2/1/17,2/1/17
5700 BLOCK OF NE CLEVELAND AVE,17-901359,Property,Humboldt,1,2/1/17,2/1/17,330,Burglary,1,Burglary,45.5645,-122.666,7647459,699343,2/1/17,2/1/17
6600 BLOCK OF SE ASH CT,17-31387,Property,Mt Tabor,1,2/1/17,2/1/17,445,Burglary,1,Burglary,45.5212,-122.595,7665319,683087,2/1/17,2/1/17
900 BLOCK OF NW HOYT ST,17-901639,Property,Pearl,1,2/1/17,2/1/17,1220,Burglary,1,Burglary,45.5273,-122.681,7643287,685885,2/1/17,2/1/17
3800 BLOCK OF NE BROADWAY,17-31752,Property,Hollywood,1,2/1/17,2/1/17,1202,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.5352,-122.623,7658033,688372,2/1/17,2/1/17
10300 BLOCK OF SE WASHINGTON ST,17-31983,Property,Mill Park,1,2/1/17,2/1/17,1635,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.5184,-122.558,7674703,681804,2/1/17,2/1/17
2400 BLOCK OF N HAYDEN ISLAND DR,17-31826,Property,Hayden Island,1,2/1/17,2/1/17,1349,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.6161,-122.691,7641523,718303,2/1/17,2/1/17
2000 BLOCK OF SE 114TH PL,17-901430,Property,Mill Park,1,2/1/17,2/1/17,2250,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.5083,-122.546,7677754,678057,2/1/17,2/1/17
2000 BLOCK OF SE 114TH PL,17-901430,Property,Mill Park,1,2/1/17,2/1/17,2250,Fraud Offenses,1,Identity Theft,45.5083,-122.546,7677754,678057,2/1/17,2/1/17
10300 BLOCK OF SE WASHINGTON ST,17-31983,Property,Mill Park,1,2/1/17,2/1/17,1635,Fraud Offenses,1,Identity Theft,45.5184,-122.558,7674703,681804,2/1/17,2/1/17
1400 BLOCK OF N KILLINGSWORTH ST,17-901590,Property,Overlook,1,2/1/17,2/1/17,1200,Fraud Offenses,1,Identity Theft,45.5627,-122.682,7643414,698791,2/1/17,2/1/17
500 BLOCK OF SW FLORIDA ST,17-32018,Property,South Portland,1,2/1/17,2/1/17,1709,Fraud Offenses,1,Identity Theft,45.4751,-122.673,7644671,666796,2/1/17,2/1/17
7700 BLOCK OF N INTERSTATE AVE,17-901409,Property,Kenton,1,2/1/17,2/1/17,1459,Larceny Offenses,1,All Other Larceny,45.5797,-122.682,7643507,704975,2/1/17,2/1/17
1700 BLOCK OF NE SANDY BLVD,17-901364,Property,Kerns,1,2/1/17,2/1/17,500,Larceny Offenses,1,All Other Larceny,45.525,-122.648,7651663,684801,2/1/17,2/1/17
2200 BLOCK OF LLOYD CENTER,17-901428,Property,Lloyd,1,2/1/17,2/1/17,1720,Larceny Offenses,1,All Other Larceny,45.5318,-122.652,7650578,687330,2/1/17,2/1/17
NE PACIFIC ST / NE GRAND AVE,17-31891,Property,Lloyd,1,2/1/17,2/1/17,1450,Larceny Offenses,1,All Other Larceny,45.5293,-122.661,7648453,686483,2/1/17,2/1/17
2000 BLOCK OF SE 114TH PL,17-901430,Property,Mill Park,1,2/1/17,2/1/17,2250,Larceny Offenses,1,All Other Larceny,45.5083,-122.546,7677754,678057,2/1/17,2/1/17
9200 BLOCK OF NE GLISAN ST,17-31348,Property,Montavilla,1,2/1/17,2/1/17,210,Larceny Offenses,1,All Other Larceny,45.5263,-122.568,7672158,684758,2/1/17,2/1/17
7200 BLOCK OF SW CAPITOL HILL RD,17-901407,Property,Multnomah,1,2/1/17,2/1/17,1300,Larceny Offenses,1,All Other Larceny,45.4722,-122.696,7638720,665911,2/1/17,2/1/17
7000 BLOCK OF NE SANDY BLVD,17-31704,Property,Roseway,1,2/1/17,2/1/17,56,Larceny Offenses,1,All Other Larceny,45.5476,-122.591,7666559,692672,2/1/17,2/1/17
1800 BLOCK OF NE WEIDLER ST,17-901411,Property,Sullivan's Gulch,1,2/1/17,2/1/17,1635,Larceny Offenses,1,All Other Larceny,45.5344,-122.647,7651976,688225,2/1/17,2/1/17
0 BLOCK OF SE 20TH AVE,17-32200,Property,Buckman East,1,2/1/17,2/1/17,2010,Larceny Offenses,1,Shoplifting,45.5225,-122.646,7652258,683900,2/1/17,2/1/17
17100 BLOCK OF SE POWELL BLVD,17-31993,Property,Centennial,1,2/1/17,2/1/17,1642,Larceny Offenses,1,Shoplifting,45.4927,-122.487,7692695,671978,2/1/17,2/1/17
1200 BLOCK OF NE BROADWAY,17-32004,Property,Irvington,1,2/1/17,2/1/17,1650,Larceny Offenses,1,Shoplifting,45.5351,-122.653,7650469,688531,2/1/17,2/1/17
1300 BLOCK OF LLOYD CENTER,17-32168,Property,Lloyd,1,2/1/17,2/1/17,1855,Larceny Offenses,1,Shoplifting,45.5325,-122.654,7650071,687583,2/1/17,2/1/17
1100 BLOCK OF LLOYD CENTER,17-31829,Property,Lloyd,1,2/1/17,2/1/17,1354,Larceny Offenses,1,Shoplifting,45.532,-122.655,7650059,687429,2/1/17,2/1/17
1100 BLOCK OF LLOYD CENTER,17-32092,Property,Lloyd,1,2/1/17,2/1/17,1750,Larceny Offenses,1,Shoplifting,45.532,-122.655,7650059,687429,2/1/17,2/1/17
3500 BLOCK OF SE HAWTHORNE BLVD,17-31978,Property,Sunnyside,1,2/1/17,2/1/17,1629,Larceny Offenses,1,Shoplifting,45.5121,-122.628,7656676,679982,2/1/17,2/1/17
15900 BLOCK OF SE DIVISION ST,17-32066,Property,Centennial,1,2/1/17,2/1/17,1749,Larceny Offenses,1,Theft From Building,45.5045,-122.499,7689675,676351,2/1/17,2/1/17
NULL,17-X4765860,Property,Goose Hollow,1,2/1/17,2/1/17,1017,Larceny Offenses,1,Theft From Building,NULL,NULL,NULL,NULL,2/1/17,2/1/17
8900 BLOCK OF NE HALSEY ST,17-31954,Property,Madison South,1,2/1/17,2/1/17,1530,Larceny Offenses,1,Theft From Building,45.5335,-122.572,7671212,687395,2/1/17,2/1/17
6000 BLOCK OF SE BELMONT ST,17-32355,Property,Mt Tabor,1,2/1/17,2/1/17,1400,Larceny Offenses,1,Theft From Building,45.5167,-122.602,7663466,681487,2/1/17,2/1/17
6100 BLOCK OF SW GARDEN HOME RD,17-901383,Property,Ashcreek,1,2/1/17,2/1/17,210,Larceny Offenses,1,Theft From Motor Vehicle,45.4652,-122.74,7627488,663662,2/1/17,2/1/17
N SHAVER ST / N MISSISSIPPI AVE,17-32330,Property,Boise,1,2/1/17,2/1/17,1930,Larceny Offenses,1,Theft From Motor Vehicle,45.5521,-122.676,7644869,694886,2/1/17,2/1/17
10000 BLOCK OF SE WASHINGTON ST,17-901426,Property,Hazelwood,1,2/1/17,2/1/17,1445,Larceny Offenses,1,Theft From Motor Vehicle,45.5183,-122.56,7674180,681786,2/1/17,2/1/17
1900 BLOCK OF N VICTORY BLVD,17-901410,Property,Kenton,1,2/1/17,2/1/17,620,Larceny Offenses,1,Theft From Motor Vehicle,45.5953,-122.687,7642435,710705,2/1/17,2/1/17
2000 BLOCK OF N KILPATRICK ST,17-32223,Property,Kenton,1,2/1/17,2/1/17,2030,Larceny Offenses,1,Theft From Motor Vehicle,45.5824,-122.687,7642124,705993,2/1/17,2/1/17
0 BLOCK OF N CENTER COURT ST,17-32551,Property,Lloyd,1,2/1/17,2/1/17,1700,Larceny Offenses,1,Theft From Motor Vehicle,45.5326,-122.668,7646680,687714,2/1/17,2/1/17
100 BLOCK OF NW 19TH AVE,17-901384,Property,Northwest,1,2/1/17,2/1/17,630,Larceny Offenses,1,Theft From Motor Vehicle,45.5239,-122.69,7640832,684702,2/1/17,2/1/17
2100 BLOCK OF NW JOHNSON ST,17-901380,Property,Northwest,1,2/1/17,2/1/17,230,Larceny Offenses,1,Theft From Motor Vehicle,45.5285,-122.696,7639518,686409,2/1/17,2/1/17
10200 BLOCK OF NE SANDY BLVD,17-32167,Property,Parkrose,1,2/1/17,2/1/17,1830,Larceny Offenses,1,Theft From Motor Vehicle,45.5591,-122.557,7675224,696649,2/1/17,2/1/17
500 BLOCK OF NW 13TH AVE,17-901427,Property,Pearl,1,2/1/17,2/1/17,1815,Larceny Offenses,1,Theft From Motor Vehicle,45.5268,-122.684,7642361,685740,2/1/17,2/1/17
NW DAVIS ST / NW 14TH AVE,17-901377,Property,Pearl,1,2/1/17,2/1/17,25,Larceny Offenses,1,Theft From Motor Vehicle,45.5243,-122.685,7642121,684832,2/1/17,2/1/17
1400 BLOCK OF NW JOHNSON ST,17-901425,Property,Pearl,1,2/1/17,2/1/17,900,Larceny Offenses,1,Theft From Motor Vehicle,45.5286,-122.686,7641990,686376,2/1/17,2/1/17
NW 15TH AVE / NW HOYT ST,17-901429,Property,Pearl,1,2/1/17,2/1/17,1845,Larceny Offenses,1,Theft From Motor Vehicle,45.5272,-122.686,7641854,685871,2/1/17,2/1/17
800 BLOCK OF N FARRAGUT ST,17-32187,Property,Piedmont,1,2/1/17,2/1/17,1,Larceny Offenses,1,Theft From Motor Vehicle,45.5794,-122.675,7645186,704821,2/1/17,2/1/17
3200 BLOCK OF SE 136TH AVE,17-31883,Property,Powellhurst-Gilbert,1,2/1/17,2/1/17,900,Larceny Offenses,1,Theft From Motor Vehicle,45.4989,-122.524,7683287,674487,2/1/17,2/1/17
5000 BLOCK OF SE MILWAUKIE AVE,17-901393,Property,Sellwood-Moreland,1,2/1/17,2/1/17,1225,Larceny Offenses,1,Theft From Motor Vehicle,45.4867,-122.65,7650753,670872,2/1/17,2/1/17
1300 BLOCK OF NE 79TH AVE,17-901363,Property,Montavilla,1,2/1/17,2/1/17,725,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5325,-122.582,7668632,687119,2/1/17,2/1/17
0 BLOCK OF N BRIDGETON RD,17-31441,Property,Bridgeton,1,2/1/17,2/1/17,18,Motor Vehicle Theft,1,Motor Vehicle Theft,45.6026,-122.667,7647649,713244,2/1/17,2/1/17
16900 BLOCK OF SE POWELL BLVD,17-31767,Property,Centennial,1,2/1/17,2/1/17,1250,Motor Vehicle Theft,1,Motor Vehicle Theft,45.493,-122.488,7692242,672124,2/1/17,2/1/17
1900 BLOCK OF N INTERSTATE AVE,17-31873,Property,Eliot,1,2/1/17,2/1/17,800,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5369,-122.674,7645004,689322,2/1/17,2/1/17
4200 BLOCK OF SW VERMONT ST,17-32156,Property,Hayhurst,1,2/1/17,2/1/17,300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4763,-122.72,7632632,667553,2/1/17,2/1/17
10000 BLOCK OF SE WASHINGTON ST,17-32220,Property,Hazelwood,1,2/1/17,2/1/17,1900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5183,-122.56,7674180,681786,2/1/17,2/1/17
2000 BLOCK OF NE HANCOCK ST,17-32067,Property,Irvington,1,2/1/17,2/1/17,1500,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5365,-122.645,7652467,688989,2/1/17,2/1/17
7700 BLOCK OF SE 92ND AVE,17-32195,Property,Lents,1,2/1/17,2/1/17,1730,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4669,-122.569,7671441,663108,2/1/17,2/1/17
NE MULTNOMAH ST / NE 16TH AVE,17-32065,Property,Lloyd,1,2/1/17,2/1/17,622,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5315,-122.649,7651344,687188,2/1/17,2/1/17
2200 BLOCK OF LLOYD CENTER,17-32063,Property,Lloyd,1,2/1/17,2/1/17,900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5318,-122.652,7650578,687330,2/1/17,2/1/17
5500 BLOCK OF SE 72ND AVE,17-32287,Property,Mt Scott-Arleta,1,2/1/17,2/1/17,1600,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4828,-122.589,7666328,669025,2/1/17,2/1/17
3500 BLOCK OF SE 122ND AVE,17-32240,Property,Powellhurst-Gilbert,1,2/1/17,2/1/17,830,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4967,-122.538,7679649,673767,2/1/17,2/1/17
3100 BLOCK OF SE 85TH AVE,17-31440,Property,Powellhurst-Gilbert,1,2/1/17,2/1/17,30,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4995,-122.575,7670136,675025,2/1/17,2/1/17
7400 BLOCK OF N INTERSTATE AVE,17-32261,Property,Arbor Lodge,1,2/1/17,2/1/17,2114,Robbery,1,Robbery,45.5768,-122.682,7643470,703944,2/1/17,2/1/17
16000 BLOCK OF SE DIVISION ST,17-32083,Property,Centennial,1,2/1/17,2/1/17,1801,Robbery,1,Robbery,45.5045,-122.498,7689954,676356,2/1/17,2/1/17
2800 BLOCK OF SE POWELL BLVD,17-32328,Property,Hosford-Abernethy,1,2/1/17,2/1/17,2256,Robbery,1,Robbery,45.4975,-122.636,7654454,674711,2/1/17,2/1/17
2200 BLOCK OF LLOYD CENTER,17-31994,Property,Lloyd,1,2/1/17,2/1/17,1545,Robbery,1,Robbery,45.5318,-122.652,7650578,687330,2/1/17,2/1/17
4100 BLOCK OF SE HAWTHORNE BLVD,17-31892,Property,Sunnyside,1,2/1/17,2/1/17,1450,Robbery,1,Robbery,45.5121,-122.62,7658748,679921,2/1/17,2/1/17
1400 BLOCK OF NE 160TH AVE,17-31719,Property,Wilkes,1,2/1/17,2/1/17,1205,Robbery,1,Robbery,45.5333,-122.498,7690076,686871,2/1/17,2/1/17
SE 1ST AVE / SE MORRISON ST,17-31531,Property,Buckman West,1,2/1/17,2/1/17,900,Vandalism,1,Vandalism,45.5172,-122.665,7647274,682102,2/1/17,2/1/17
3200 BLOCK OF SE 148TH AVE,17-31907,Property,Centennial,1,2/1/17,2/1/17,1515,Vandalism,1,Vandalism,45.4991,-122.51,7686659,674472,2/1/17,2/1/17
1600 BLOCK OF SW ALDER ST,17-31324,Property,Goose Hollow,1,2/1/17,2/1/17,124,Vandalism,1,Vandalism,45.5225,-122.688,7641316,684172,2/1/17,2/1/17
12100 BLOCK OF SE OAK ST,17-31637,Property,Hazelwood,1,2/1/17,2/1/17,356,Vandalism,1,Vandalism,45.5197,-122.538,7679738,682147,2/1/17,2/1/17
10300 BLOCK OF NE HALSEY ST,17-31650,Property,Hazelwood,1,2/1/17,2/1/17,40,Vandalism,1,Vandalism,45.5335,-122.556,7675306,687299,2/1/17,2/1/17
6600 BLOCK OF SW 23RD PL,17-32153,Property,Hillsdale,1,2/1/17,2/1/17,1730,Vandalism,1,Vandalism,45.4762,-122.701,7637611,667399,2/1/17,2/1/17
9800 BLOCK OF SE FOSTER RD,17-31402,Property,Lents,1,2/1/17,2/1/17,525,Vandalism,1,Vandalism,45.4781,-122.562,7673227,667141,2/1/17,2/1/17
1500 BLOCK OF NE 82ND AVE,17-31493,Property,Madison South,1,2/1/17,2/1/17,823,Vandalism,1,Vandalism,45.5339,-122.579,7669398,687600,2/1/17,2/1/17
NW EVERETT ST / NW 1ST AVE,17-31949,Property,Old Town/Chinatown,1,2/1/17,2/1/17,1601,Vandalism,1,Vandalism,45.5253,-122.671,7645652,685087,2/1/17,2/1/17
0 BLOCK OF NW 3RD AVE,17-31433,Property,Old Town/Chinatown,1,2/1/17,2/1/17,645,Vandalism,1,Vandalism,45.5235,-122.673,7645121,684438,2/1/17,2/1/17
SW 12TH AVE / SW CLAY ST,17-32248,Society,Downtown,1,2/1/17,2/1/17,2102,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5152,-122.687,7641562,681524,2/1/17,2/1/17
2800 BLOCK OF N GANTENBEIN AVE,17-32306,Society,Eliot,1,2/1/17,2/1/17,2214,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5431,-122.67,7646324,691561,2/1/17,2/1/17
1900 BLOCK OF W BURNSIDE ST,17-32318,Society,Goose Hollow,1,2/1/17,2/1/17,2233,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.523,-122.691,7640684,684383,2/1/17,2/1/17
I205 FWY SB TO / NE KILLINGSWORTH ST EXIT,17-31619,Society,NULL,1,2/1/17,2/1/17,1014,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5632,-122.56,7674433,698146,2/1/17,2/1/17
NW 3RD AVE / NW DAVIS ST,17-48629,Society,Old Town/Chinatown,1,2/1/17,2/1/17,1610,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5245,-122.673,7645136,684827,2/1/17,2/1/17
NW 4TH AVE / NW DAVIS ST,17-32211,Society,Old Town/Chinatown,1,2/1/17,2/1/17,2025,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5245,-122.674,7644876,684828,2/1/17,2/1/17
NW 5TH AVE / NW EVERETT ST,17-32295,Society,Old Town/Chinatown,1,2/1/17,2/1/17,2218,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5252,-122.675,7644616,685088,2/1/17,2/1/17
500 BLOCK OF NW 6TH AVE,17-31899,Society,Old Town/Chinatown,1,2/1/17,2/1/17,1505,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.527,-122.677,7644374,685739,2/1/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33135,Society,Cully,1,2/1/17,2/1/17,1436,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/1/17,2/1/17
1900 BLOCK OF W BURNSIDE ST,17-32318,Society,Goose Hollow,1,2/1/17,2/1/17,2233,Weapon Law Violations,1,Weapons Law Violations,45.523,-122.691,7640684,684383,2/1/17,2/1/17
4600 BLOCK OF NE 97TH AVE,17-31386,Society,Parkrose,1,2/1/17,2/1/17,450,Weapon Law Violations,1,Weapons Law Violations,45.5568,-122.563,7673753,695824,2/1/17,2/1/17
NULL,17-X4767288,Person,Beaumont-Wilshire,1,2/1/17,2/1/17,2200,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,2/2/17,2/1/17
1600 BLOCK OF NE 71ST AVE,17-33153,Property,Montavilla,1,2/1/17,2/1/17,800,Burglary,1,Burglary,45.5342,-122.59,7666491,687797,2/2/17,2/1/17
5500 BLOCK OF NE SANDYCREST TER,17-32765,Property,Rose City Park,1,2/1/17,2/1/17,1600,Burglary,1,Burglary,45.5407,-122.606,7662578,690260,2/2/17,2/1/17
5500 BLOCK OF NE SANDYCREST TER,17-32817,Property,Rose City Park,1,2/1/17,2/1/17,1700,Burglary,1,Burglary,45.5407,-122.606,7662578,690260,2/2/17,2/1/17
5500 BLOCK OF NE SANDYCREST TER,17-32861,Property,Rose City Park,1,2/1/17,2/1/17,1700,Burglary,1,Burglary,45.5407,-122.606,7662578,690260,2/2/17,2/1/17
NE 102ND AVE / NE HALSEY ST,17-32989,Property,Woodland Park,1,2/1/17,2/1/17,2030,Fraud Offenses,1,Credit Card/ATM Fraud,45.5335,-122.558,7674780,687331,2/2/17,2/1/17
NE 102ND AVE / NE HALSEY ST,17-32989,Property,Woodland Park,1,2/1/17,2/1/17,2030,Fraud Offenses,1,Identity Theft,45.5335,-122.558,7674780,687331,2/2/17,2/1/17
1000 BLOCK OF SE 151ST AVE,17-901457,Property,Centennial,1,2/1/17,2/1/17,1345,Larceny Offenses,1,All Other Larceny,45.5151,-122.508,7687427,680292,2/2/17,2/1/17
11400 BLOCK OF NE COUCH ST,17-33081,Property,Hazelwood,1,2/1/17,2/1/17,2100,Larceny Offenses,1,All Other Larceny,45.5233,-122.545,7678092,683500,2/2/17,2/1/17
8400 BLOCK OF N INTERSTATE AVE,17-32841,Property,Kenton,1,2/1/17,2/1/17,1430,Larceny Offenses,1,All Other Larceny,45.5839,-122.686,7642377,706543,2/2/17,2/1/17
9700 BLOCK OF SE DUKE ST,17-32562,Property,Lents,1,2/1/17,2/1/17,1700,Larceny Offenses,1,All Other Larceny,45.4754,-122.563,7672939,666170,2/2/17,2/1/17
SE 67TH AVE / SE WOODSTOCK BLVD,17-32903,Property,Mt Scott-Arleta,1,2/1/17,2/1/17,630,Larceny Offenses,1,All Other Larceny,45.4792,-122.594,7664941,667748,2/2/17,2/1/17
5700 BLOCK OF SE POWELL BLVD,17-32850,Property,South Tabor,1,2/1/17,2/1/17,1600,Larceny Offenses,1,All Other Larceny,45.4975,-122.604,7662777,674502,2/2/17,2/1/17
1800 BLOCK OF SW BROADWAY DR,17-901434,Property,Southwest Hills,1,2/1/17,2/1/17,935,Larceny Offenses,1,All Other Larceny,45.5059,-122.698,7638546,678206,2/2/17,2/1/17
400 BLOCK OF SW YAMHILL ST,17-32925,Property,Downtown,1,2/1/17,2/1/17,1218,Larceny Offenses,1,Shoplifting,45.518,-122.677,7644040,682452,2/2/17,2/1/17
11900 BLOCK OF NE GLISAN ST,17-901446,Property,Hazelwood,1,2/1/17,2/1/17,1633,Larceny Offenses,1,Shoplifting,45.5262,-122.54,7679346,684556,2/2/17,2/1/17
6100 BLOCK OF SW LURADEL ST,17-901417,Property,Ashcreek,1,2/1/17,2/1/17,1000,Larceny Offenses,1,Theft From Motor Vehicle,45.4506,-122.74,7627267,658336,2/2/17,2/1/17
6300 BLOCK OF SW GARDEN HOME RD,17-901436,Property,Ashcreek,1,2/1/17,2/1/17,542,Larceny Offenses,1,Theft From Motor Vehicle,45.4656,-122.742,7626887,663809,2/2/17,2/1/17
